id,title,status,release_date,revenue,production_companies,genres
228203,"McFarland, USA",Released,2015-02-20,45710059,Walt Disney Pictures,"Drama, Family"
22787,Whiteout,Released,2009-09-09,17976667,Warner Bros. Pictures,"Action, Crime, Mystery, Thriller"
22949,Old Dogs,Released,2009-11-24,96753696,Walt Disney Pictures,"Comedy, Family"
11888,Snow Dogs,Released,2002-01-18,81000000,Walt Disney Pictures,"Comedy, Family, Adventure"
11566,Dave,Released,1993-05-07,92000000,Warner Bros. Pictures,Comedy
12508,Rock Star,Released,2001-09-04,19334145,Warner Bros. Pictures,"Music, Drama, Comedy"
7007,Rising Sun,Released,1993-07-30,107198790,20th Century Fox,"Action, Drama, Thriller"
454294,The Kid Who Would Be King,Released,2019-01-16,32140970,20th Century Fox,"Action, Adventure, Fantasy, Family"
220,East of Eden,Released,1955-04-10,0,Warner Bros. Pictures,Drama
9918,Glory Road,Released,2006-01-13,42647449,Walt Disney Pictures,"Drama, History"
10907,The Adventures of Robin Hood,Released,1938-05-13,3981000,Warner Bros. Pictures,"Adventure, Romance, History"
3040,Night Watch,Released,2004-06-27,50336279,20th Century Fox,"Fantasy, Action, Thriller"
8975,The Marine,Released,2006-10-13,22165608,20th Century Fox,Action
11826,Sexy Beast,Released,2001-01-12,0,20th Century Fox,"Crime, Drama, Thriller, Comedy"
10354,True Crime,Released,1999-03-19,16649768,Warner Bros. Pictures,"Drama, Crime, Thriller, Mystery"
10493,Dead Calm,Released,1989-04-07,7825000,Warner Bros. Pictures,"Thriller, Horror"
8095,Cleopatra,Released,1963-06-12,71000000,20th Century Fox,"Drama, History, Romance"
14052,Revenge of the Nerds,Released,1984-07-20,0,20th Century Fox,Comedy
13595,Airheads,Released,1994-08-05,5751882,20th Century Fox,"Comedy, Crime, Music"
516632,The Empty Man,Released,2020-10-22,4796993,20th Century Fox,"Horror, Mystery, Thriller"
567604,Once Upon a Deadpool,Released,2018-12-11,0,20th Century Fox,"Comedy, Action, Adventure"
56903,Three Steps Over Heaven,Released,2004-03-12,0,Warner Bros. Pictures,"Drama, Romance"
10477,Driven,Released,2001-04-27,54744738,Warner Bros. Pictures,"Action, Drama"
209451,Jersey Boys,Released,2014-06-18,67347013,Warner Bros. Pictures,"Music, Drama"
11881,Miracle on 34th Street,Released,1947-06-04,2700000,20th Century Fox,"Comedy, Drama, Family"
13931,Mike's New Car,Released,2002-05-24,0,Walt Disney Pictures,"Animation, Comedy, Family, Fantasy"
10564,Where the Heart Is,Released,2000-04-27,33771174,20th Century Fox,"Comedy, Drama, Romance"
15301,Twilight Zone: The Movie,Released,1983-06-24,29450919,Warner Bros. Pictures,"Horror, Fantasy, Science Fiction"
50321,Mars Needs Moms,Released,2011-03-09,38992758,Walt Disney Pictures,"Adventure, Animation, Family"
9320,The Avengers,Released,1998-08-13,48585416,Warner Bros. Pictures,"Action, Adventure, Thriller, Science Fiction"
9070,Mighty Morphin Power Rangers: The Movie,Released,1995-06-30,66400000,20th Century Fox,"Action, Adventure, Science Fiction, Fantasy"
10498,Point of No Return,Released,1993-03-19,30038362,Warner Bros. Pictures,"Action, Crime, Thriller"
13531,Empire Records,Released,1995-09-22,303,Warner Bros. Pictures,"Music, Comedy, Drama"
10019,Mannequin,Released,1987-02-13,42721196,20th Century Fox,"Comedy, Romance, Fantasy"
6589,Underdog,Released,2007-08-03,65270477,Walt Disney Pictures,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction"
1712,Giant,Released,1956-11-08,32855818,Warner Bros. Pictures,"Drama, Western"
11586,Exorcist II: The Heretic,Released,1977-06-17,30749142,Warner Bros. Pictures,"Drama, Horror, Thriller"
1534,Pathfinder,Released,2007-01-11,30822861,20th Century Fox,"Adventure, Action"
876716,Ciao Alberto,Released,2021-11-12,0,Walt Disney Pictures,"Animation, Comedy, Family, Fantasy"
11425,"Honey, We Shrunk Ourselves",Released,1997-03-18,0,Walt Disney Pictures,"Adventure, Comedy, Family, Science Fiction, Action"
11170,We Are Marshall,Released,2006-12-12,43545364,Warner Bros. Pictures,"Drama, History"
7249,Futurama: Bender's Big Score,Released,2007-11-27,0,,"Animation, Comedy, Science Fiction, TV Movie"
9395,Above the Law,Released,1988-04-08,18869631,Warner Bros. Pictures,"Action, Thriller"
1792,Stuck on You,Released,2003-12-10,65784503,20th Century Fox,Comedy
10766,Damien: Omen II,Released,1978-06-09,26518355,20th Century Fox,"Horror, Thriller"
12245,The Oxford Murders,Released,2008-01-18,0,Warner Bros. Pictures,"Crime, Mystery, Thriller"
176241,Prison Break: The Final Break,Released,2009-05-24,0,,"Action, Drama, Thriller"
11472,Nine Months,Released,1995-07-12,138510230,20th Century Fox,"Romance, Comedy"
13018,Deception,Released,2008-04-24,18024545,20th Century Fox,"Thriller, Mystery"
11092,Presumed Innocent,Released,1990-07-27,221303188,Warner Bros. Pictures,"Mystery, Crime, Thriller"
11520,Grumpy Old Men,Released,1993-12-25,70200000,Warner Bros. Pictures,Comedy
12309,Bachelor Party,Released,1984-06-29,38435947,20th Century Fox,Comedy
79218,Ice Age: A Mammoth Christmas,Released,2011-11-24,0,,"Animation, Family, TV Movie"
649409,No Sudden Move,Released,2021-06-24,0,Warner Bros. Pictures,"Crime, Drama, Mystery"
7300,One Fine Day,Released,1996-12-20,97529550,20th Century Fox,"Romance, Comedy"
9900,Grandma's Boy,Released,2006-01-06,6538177,20th Century Fox,Comedy
39691,Cats & Dogs: The Revenge of Kitty Galore,Released,2010-07-29,112483764,Warner Bros. Pictures,"Family, Adventure, Comedy, Fantasy, Action, Animation"
27327,Phantom of the Paradise,Released,1974-10-31,0,20th Century Fox,"Music, Comedy, Horror"
12138,3000 Miles to Graceland,Released,2001-02-23,18720175,Warner Bros. Pictures,"Action, Adventure, Comedy, Crime, Thriller"
11953,Kagemusha,Released,1980-04-26,4000000,20th Century Fox,"Action, Drama, History, War"
11542,Altered States,Released,1980-12-25,19853892,Warner Bros. Pictures,"Horror, Science Fiction, Thriller"
11891,Kung Pow: Enter the Fist,Released,2002-01-25,0,20th Century Fox,"Comedy, Action"
6439,Racing Stripes,Released,2005-01-06,90754475,Warner Bros. Pictures,"Comedy, Family"
198185,Million Dollar Arm,Released,2014-05-09,38307627,Walt Disney Pictures,Drama
2928,Michael,Released,1996-12-25,119718203,Warner Bros. Pictures,"Comedy, Drama, Fantasy"
72431,Red Tails,Released,2012-01-19,50365377,20th Century Fox,"Drama, Action, Adventure, History, War"
524369,The Many Saints of Newark,Released,2021-09-22,13037403,Warner Bros. Pictures,Crime
11419,Vegas Vacation,Released,1997-02-13,36400360,Warner Bros. Pictures,Comedy
10344,The Fly II,Released,1989-02-10,38903179,20th Century Fox,"Horror, Science Fiction"
9080,Spies Like Us,Released,1985-12-06,60088980,Warner Bros. Pictures,"Comedy, Adventure"
11286,The Cannonball Run,Released,1981-06-19,72179579,20th Century Fox,"Action, Comedy"
454467,Noelle,Released,2019-11-12,0,Walt Disney Pictures,"Family, Comedy, Fantasy"
24226,The Verdict,Released,1982-12-08,53977250,20th Century Fox,Drama
14326,Nights in Rodanthe,Released,2008-09-26,84375061,Warner Bros. Pictures,"Drama, Romance"
662546,Godmothered,Released,2020-12-04,0,Walt Disney Pictures,"Family, Fantasy, Comedy"
9569,Hard to Kill,Released,1990-02-09,47410000,Warner Bros. Pictures,Action
12227,White Fang,Released,1991-01-18,34793160,Walt Disney Pictures,"Action, Adventure, Drama, Family"
11821,Doc Hollywood,Released,1991-08-02,54830779,Warner Bros. Pictures,"Comedy, Romance"
9410,Great Expectations,Released,1998-01-30,55494066,20th Century Fox,"Comedy, Drama, Romance"
238603,Earth to Echo,Released,2014-06-14,45300000,Walt Disney Pictures,"Family, Adventure, Science Fiction"
9073,Free Willy 2: The Adventure Home,Released,1995-07-19,30000000,Warner Bros. Pictures,"Family, Adventure, Drama"
420808,Peter Pan & Wendy,Released,2023-04-20,0,Walt Disney Pictures,"Family, Fantasy, Action, Adventure"
14292,Miracle,Released,2004-02-06,64445708,Walt Disney Pictures,"Drama, History"
10540,Outland,Released,1981-05-22,17374595,Warner Bros. Pictures,"Science Fiction, Action"
9369,Asterix Conquers America,Released,1994-09-29,0,20th Century Fox,"Family, Animation, Adventure, Comedy"
508570,The One and Only Ivan,Released,2020-08-21,0,Walt Disney Pictures,"Family, Comedy, Drama"
39486,Secretariat,Released,2010-08-20,60321861,Walt Disney Pictures,Drama
41479,The Joneses,Released,2010-04-16,7022728,20th Century Fox,"Comedy, Drama"
11943,Jeremiah Johnson,Released,1972-09-10,44700000,Warner Bros. Pictures,"Adventure, Western"
534259,Blinded by the Light,Released,2019-08-09,18144644,Warner Bros. Pictures,"Drama, Comedy"
10067,The Shaggy Dog,Released,2006-03-09,87134280,Walt Disney Pictures,"Comedy, Family"
382748,Stargirl,Released,2020-03-10,0,Walt Disney Pictures,"Comedy, Drama, Romance, Family"
3001,How to Steal a Million,Released,1966-07-13,4400000,20th Century Fox,"Comedy, Crime, Romance"
10130,Gorillas in the Mist,Released,1988-09-23,0,Warner Bros. Pictures,"Drama, History"
10212,Ravenous,Released,1999-01-01,2000000,20th Century Fox,"Adventure, Drama, Horror, Western"
82684,Chasing Mavericks,Released,2012-10-25,7900000,20th Century Fox,Drama
16372,The Innocents,Released,1961-12-15,1200000,20th Century Fox,"Horror, Mystery"
15655,The Tigger Movie,Released,2000-02-11,45554533,Walt Disney Pictures,"Family, Animation, Comedy"
10154,Mickey Blue Eyes,Released,1999-08-16,54264342,Warner Bros. Pictures,"Comedy, Crime, Romance"
221731,Rurouni Kenshin Part II: Kyoto Inferno,Released,2014-08-01,0,Warner Bros. Pictures,"Action, Adventure, Drama, Fantasy"
8197,Midnight in the Garden of Good and Evil,Released,1997-11-21,25105255,Warner Bros. Pictures,"Mystery, Crime"
8438,Murder in the First,Released,1995-01-20,29500000,Warner Bros. Pictures,"Crime, Drama"
10718,Torque,Released,2004-01-16,46546197,Warner Bros. Pictures,Action
76489,The Three Stooges,Released,2012-04-13,54819301,20th Century Fox,Comedy
2687,Memoirs of an Invisible Man,Released,1992-02-28,14358033,Warner Bros. Pictures,"Science Fiction, Comedy, Romance"
426285,Fullmetal Alchemist,Released,2017-12-01,0,Warner Bros. Pictures,"Fantasy, Action, Science Fiction, Adventure"
82424,Small Fry,Released,2011-11-23,0,Walt Disney Pictures,"Animation, Family, Comedy"
10461,Get Carter,Released,2000-10-06,19412993,Warner Bros. Pictures,"Action, Drama, Thriller, Crime"
10687,Tigerland,Released,2000-10-06,148701,20th Century Fox,"Drama, War"
12889,Futurama: The Beast with a Billion Backs,Released,2008-06-30,0,,"Animation, Comedy, Science Fiction, TV Movie"
10984,Valentine,Released,2001-02-02,16300000,Warner Bros. Pictures,"Horror, Thriller"
9988,Beerfest,Released,2006-08-25,19179969,Warner Bros. Pictures,Comedy
11597,Toys,Released,1992-12-18,23278931,20th Century Fox,"Family, Fantasy, Comedy, Science Fiction"
11894,Curly Sue,Released,1991-10-25,33691313,Warner Bros. Pictures,"Comedy, Drama, Family, Romance"
10724,Firefox,Released,1982-06-18,70687344,Warner Bros. Pictures,"Science Fiction, Action, Adventure, Thriller"
13253,Futurama: Bender's Game,Released,2008-11-03,0,,"Animation, Comedy, Science Fiction, TV Movie"
10768,Omen III: The Final Conflict,Released,1981-03-20,20471382,20th Century Fox,"Horror, Mystery, Thriller"
9086,Young Guns II,Released,1990-08-01,59000000,20th Century Fox,"Western, Adventure"
11313,Hearts in Atlantis,Released,2001-09-28,24185781,Warner Bros. Pictures,Drama
9415,Murder at 1600,Released,1997-04-18,25804707,Warner Bros. Pictures,"Action, Drama, Mystery, Thriller, Crime"
79316,Devil's Due,Released,2014-01-08,36433975,20th Century Fox,Horror
11041,The Beverly Hillbillies,Released,1993-10-15,0,20th Century Fox,Comedy
15060,Futurama: Into the Wild Green Yonder,Released,2009-02-23,0,,"Animation, Comedy, Science Fiction, TV Movie"
11815,The Fly,Released,1958-07-16,3000000,20th Century Fox,"Science Fiction, Horror, Drama"
9061,Just Cause,Released,1995-02-17,0,Warner Bros. Pictures,"Action, Drama, Mystery, Thriller"
6723,The Rookie,Released,1990-12-07,21633874,Warner Bros. Pictures,"Action, Crime, Drama, Thriller"
426284,Blade of the Immortal,Released,2017-04-29,150532,Warner Bros. Pictures,"Action, Fantasy, Adventure"
492336,Deep Blue Sea 2,Released,2018-04-17,0,Warner Bros. Pictures,"Action, Horror, Science Fiction"
11165,Tora! Tora! Tora!,Released,1970-01-26,37150000,20th Century Fox,"Drama, History, War"
14043,Nancy Drew,Released,2007-06-15,30715465,Warner Bros. Pictures,"Family, Adventure, Crime, Mystery, Comedy"
2269,Day Watch,Released,2006-01-01,42918532,20th Century Fox,"Fantasy, Action, Adventure, Horror, Thriller"
22527,The Wrong Man,Released,1956-12-22,2000000,Warner Bros. Pictures,"Crime, Drama"
11016,Key Largo,Released,1948-07-16,0,Warner Bros. Pictures,"Crime, Thriller"
10502,The Man Without a Face,Released,1993-08-25,24760338,Warner Bros. Pictures,Drama
10173,Marked for Death,Released,1990-10-05,46044400,20th Century Fox,"Action, Crime"
2565,Joe Versus the Volcano,Released,1990-03-09,39404261,Warner Bros. Pictures,"Comedy, Romance"
10478,Tin Cup,Released,1996-08-16,53854588,Warner Bros. Pictures,"Comedy, Romance"
11206,Wait Until Dark,Released,1967-10-26,11000000,Warner Bros. Pictures,Thriller
10952,New Jack City,Released,1991-03-08,47624253,Warner Bros. Pictures,"Thriller, Crime, Drama"
10297,How to Marry a Millionaire,Released,1953-10-29,0,20th Century Fox,"Comedy, Romance"
16643,Life or Something Like It,Released,2002-04-24,16872671,20th Century Fox,"Comedy, Drama, Romance"
17689,The Gauntlet,Released,1977-12-17,26414658,Warner Bros. Pictures,"Drama, Action, Crime, Thriller"
250538,The Good Lie,Released,2014-09-10,3396345,Warner Bros. Pictures,Drama
21972,Like Mike,Released,2002-07-03,0,20th Century Fox,"Family, Comedy, Fantasy"
20539,The Crucible,Released,1996-11-27,7343114,20th Century Fox,"Drama, History"
22584,To Have and Have Not,Released,1945-01-20,3650000,Warner Bros. Pictures,"Adventure, Romance, War"
28032,Thumbelina,Released,1994-03-29,11373501,Warner Bros. Pictures,"Animation, Family, Fantasy, Romance, Music"
62204,Quest for Fire,Released,1981-12-16,55260558,20th Century Fox,"Adventure, Drama"
10396,Tequila Sunrise,Released,1988-12-02,105900000,Warner Bros. Pictures,"Crime, Romance, Thriller"
558144,Deadpool: No Good Deed,Released,2017-03-03,0,20th Century Fox,"Action, Comedy, Crime"
1644,The Vanishing,Released,1993-02-05,14543394,20th Century Fox,"Thriller, Drama, Mystery, Horror"
11398,The Art of War,Released,2000-08-25,30199105,Warner Bros. Pictures,"Crime, Action, Adventure"
26264,George of the Jungle 2,Released,2003-08-18,0,Walt Disney Pictures,"Adventure, Comedy, Family"
130925,Partysaurus Rex,Released,2012-09-14,0,Walt Disney Pictures,"Family, Animation, Comedy"
19494,Nine to Five,Released,1980-12-18,103300000,20th Century Fox,Comedy
33408,The Crush,Released,1993-04-02,13609396,Warner Bros. Pictures,"Drama, Thriller"
57361,The Yellow Sea,Released,2010-12-22,0,,"Drama, Thriller, Crime"
387893,Ice Age: The Great Egg-Scapade,Released,2016-03-19,0,,"Adventure, Animation, Comedy, Family, TV Movie"
77951,Walking with Dinosaurs,Released,2013-12-18,126546518,20th Century Fox,"Animation, Family, Adventure"
9414,The Man Who Knew Too Little,Released,1997-11-14,13801755,Warner Bros. Pictures,"Comedy, Thriller, Crime, Action"
6619,Death in Venice,Released,1971-03-02,0,Warner Bros. Pictures,"Drama, History"
9586,The Bonfire of the Vanities,Released,1990-12-21,15691192,Warner Bros. Pictures,"Comedy, Drama"
13962,Blank Check,Released,1994-02-11,0,Walt Disney Pictures,"Comedy, Family"
11648,Must Love Dogs,Released,2005-07-21,58405313,Warner Bros. Pictures,"Romance, Comedy"
9446,Jungle 2 Jungle,Released,1997-03-04,59927618,Walt Disney Pictures,"Comedy, Family"
9624,On Deadly Ground,Released,1994-02-18,49000000,Warner Bros. Pictures,Action
11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",Released,1984-03-30,45858563,Warner Bros. Pictures,"Adventure, Drama, Action, Romance"
16858,All That Jazz,Released,1979-12-16,37823676,20th Century Fox,Drama
51588,Prom,Released,2011-04-29,10130000,Walt Disney Pictures,"Comedy, Romance"
10714,The Jungle Book,Released,1994-12-23,43,Walt Disney Pictures,"Family, Adventure, Drama"
13768,Tuck Everlasting,Released,2002-10-11,19158074,Walt Disney Pictures,"Drama, Family, Fantasy, Romance"
13435,Antwone Fisher,Released,2002-12-19,23367586,20th Century Fox,"Drama, Romance"
11120,The Mosquito Coast,Released,1986-11-26,14302779,Warner Bros. Pictures,"Drama, Adventure"
10877,Exit Wounds,Released,2001-03-16,79958599,Warner Bros. Pictures,"Action, Crime, Thriller"
15794,White Heat,Released,1949-09-02,3483000,Warner Bros. Pictures,"Crime, Drama, Thriller"
221732,Rurouni Kenshin Part III: The Legend Ends,Released,2014-09-13,0,Warner Bros. Pictures,"Action, Adventure, Drama, Fantasy"
25059,Homeward Bound II: Lost in San Francisco,Released,1996-03-08,32709423,Walt Disney Pictures,"Adventure, Comedy, Drama, Family"
20737,Air Bud,Released,1997-08-01,23144499,Walt Disney Pictures,"Comedy, Family"
1770,Michael Collins,Released,1996-10-25,16900000,Warner Bros. Pictures,"War, Drama, Thriller, History"
74849,The Star Wars Holiday Special,Released,1978-12-01,0,,"Fantasy, Science Fiction, Family, TV Movie"
417830,Diary of a Wimpy Kid: The Long Haul,Released,2017-05-19,40120144,20th Century Fox,"Comedy, Family"
18032,The Secret of Moonacre,Released,2009-02-06,7162618,Warner Bros. Pictures,"Adventure, Fantasy, Romance"
326423,Barbershop: The Next Cut,Released,2016-04-15,55030051,Warner Bros. Pictures,"Comedy, Drama"
8356,An Affair to Remember,Released,1957-07-11,3800000,20th Century Fox,"Drama, Romance"
15487,The Greatest Game Ever Played,Released,2005-09-30,15431177,Walt Disney Pictures,Drama
1623,Brubaker,Released,1980-06-20,37121708,20th Century Fox,"Crime, Drama"
11571,Journey to the Center of the Earth,Released,1959-12-15,10000000,20th Century Fox,"Adventure, Fantasy, Family"
